"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.963225792E0,1.092662308E-3,-8.502673823E-3,1.831464887E-2,2.022166502E-2
2.973207792E0,1.520492771E-3,-5.711724702E-3,-2.042432427E-3,6.253577181E-3
2.983188792E0,-2.096677915E-4,-6.143801962E-3,-6.682198048E-3,9.079759572E-3
2.993170792E0,5.170788732E-5,-1.652451009E-2,-8.777255416E-3,1.871102135E-2
3.003151792E0,-6.419624946E-3,-2.990633363E-2,9.634457231E-3,3.206903712E-2
3.013133792E0,-2.212624661E-3,-3.765545210E-2,-2.269713700E-2,4.402259430E-2
3.023115792E0,-3.173341036E-3,-3.957637208E-2,-1.775740921E-2,4.349350414E-2
3.033096792E0,2.835706588E-3,-3.510539456E-2,8.436947465E-3,3.621618480E-2
3.043078792E0,8.608354252E-3,-2.673404555E-2,-2.344675004E-2,3.658637782E-2
3.053059792E0,1.246114517E-2,-2.618808920E-2,-1.176927567E-2,3.129875404E-2
3.063041792E0,1.549993230E-3,-1.171829069E-2,7.540569305E-3,1.402073468E-2
3.073023792E0,7.312687780E-3,-3.295445060E-3,1.852397919E-3,8.232055561E-3
3.083004792E0,1.319962339E-2,1.458705346E-2,-2.299651444E-2,3.026304450E-2
3.092986792E0,1.018823652E-2,1.043281230E-2,1.307788253E-2,1.958761719E-2
3.102967792E0,-1.887885778E-3,2.747123783E-2,1.741827071E-2,3.258265144E-2
3.112949792E0,-2.186834957E-3,4.690015130E-2,-3.688423634E-3,4.709576316E-2
3.122931792E0,8.327110031E-3,4.887388808E-2,-9.647905827E-5,4.957829168E-2
3.132912792E0,-1.412373242E-3,4.065695581E-2,9.333325624E-3,4.173839744E-2
3.142894792E0,4.930922699E-3,4.265670356E-2,1.681834638E-2,4.611686386E-2
3.152875792E0,3.449785287E-3,3.649633296E-2,2.684749067E-2,4.543865198E-2
3.162857792E0,-1.149756743E-2,2.859597717E-2,3.496634960E-3,3.101854966E-2
3.172839792E0,-7.724911915E-3,9.709123434E-3,1.008293867E-2,1.598771385E-2
3.182820792E0,-3.873545396E-3,8.099503736E-3,2.385547042E-2,2.548901300E-2
3.192802792E0,-4.877112326E-3,1.060218969E-4,1.831698775E-2,1.895546110E-2
3.202783792E0,1.224414952E-3,-1.755602745E-2,1.113192916E-2,2.082385984E-2
3.212765792E0,1.541651754E-2,-2.338433102E-2,1.113309860E-2,3.014036886E-2
3.222747792E0,1.823316129E-2,-2.813073523E-2,7.390295863E-3,3.432787364E-2
3.232728792E0,1.926354462E-2,-3.395135976E-2,-1.491332352E-2,4.178739283E-2
3.242710792E0,1.892506963E-2,-3.319979155E-2,-1.805678666E-2,4.226620356E-2
3.252691792E0,1.045272481E-2,-3.212228675E-2,-5.218581498E-2,6.216478140E-2
3.262673792E0,8.884481588E-3,-2.567337433E-2,-3.946227372E-2,4.790957326E-2
3.272654792E0,-3.484950807E-3,-8.664029567E-3,-1.655989945E-2,1.901159016E-2
3.282636792E0,3.560220575E-4,2.428787202E-4,-5.233491898E-2,5.233669349E-2
3.292618792E0,6.721662185E-3,7.579128952E-3,-1.730775833E-2,2.005448670E-2
3.302599792E0,-5.033950182E-3,5.082646525E-4,-3.063063920E-2,3.104569286E-2
3.312581792E0,-5.378660675E-3,1.081006278E-2,-4.500192583E-2,4.659357011E-2
3.322562792E0,-9.456342134E-3,3.261608868E-3,-1.940456986E-2,2.183112069E-2
3.332544792E0,-1.423666363E-2,1.538754185E-2,-2.150138140E-2,3.002945949E-2
3.342526792E0,-2.242668043E-2,1.173764131E-2,3.403371871E-2,4.241488215E-2
3.352507792E0,-1.261322531E-2,1.727222736E-2,7.280309737E-2,7.587960383E-2
3.362489792E0,-3.514763042E-3,3.491602700E-2,-7.269492388E-2,8.072195772E-2
3.372470792E0,-7.949868120E-3,1.880311064E-2,8.477702558E-2,8.720035229E-2
3.382452792E0,-2.191999807E-3,1.385781430E-2,7.833982587E-2,7.958625634E-2
3.392434792E0,1.246560139E-3,2.323388855E-2,-7.431811094E-3,2.442538241E-2
3.402415792E0,8.845212167E-3,2.377900894E-2,5.903056562E-2,6.425174489E-2
3.412397792E0,2.147224353E-2,7.577680852E-3,2.026118696E-2,3.047940594E-2
3.422378792E0,1.980785644E-2,5.116487285E-3,1.292702436E-2,2.419994995E-2
3.432360792E0,2.696004043E-2,6.144555705E-3,1.442391157E-2,3.118731425E-2
3.442341792E0,3.030012533E-2,-3.518114341E-3,-3.422433794E-2,4.584517456E-2
3.452323792E0,3.526152893E-2,-1.166117983E-2,-3.796597123E-2,5.311095470E-2
3.462305792E0,3.141961360E-2,-1.504277996E-2,-2.269713700E-2,4.157688511E-2
3.472286792E0,1.152743505E-2,-9.993042299E-3,-2.164931595E-2,2.648462827E-2
3.482268792E0,-6.356669163E-3,-1.083012604E-2,-7.718441606E-2,7.819931556E-2
3.492249792E0,-1.081114999E-2,-6.118412255E-3,-7.628628373E-2,7.729109275E-2
3.502231792E0,-1.679384289E-2,1.609514630E-3,-2.494363725E-2,3.011326511E-2
3.512213792E0,-2.828412415E-2,2.898007985E-3,-8.002967119E-2,8.493019722E-2
3.522194792E0,-1.147001471E-2,-7.351247426E-3,-5.203904986E-2,5.379279494E-2
3.532176792E0,-1.330744741E-2,1.640695821E-2,-1.461803913E-2,2.568975482E-2
3.542157792E0,-2.440024591E-2,2.615244859E-2,-7.165002644E-2,8.008151383E-2
3.552143417E0,-1.584437955E-2,2.118456281E-2,-4.485633016E-2,5.207610220E-2
3.562125417E0,-7.520724746E-3,2.804571763E-2,1.801176310E-2,3.416938963E-2
3.572106417E0,-2.145552986E-3,4.922975510E-2,1.187335610E-2,5.068677116E-2
3.582088417E0,6.929466177E-3,4.809106467E-2,2.414666176E-2,5.425706661E-2
3.592069417E0,6.274739621E-3,2.520311201E-2,4.240751624E-2,4.972893168E-2
3.602051417E0,8.314358076E-3,1.955916933E-2,5.273486853E-2,5.685645094E-2
3.612032417E0,1.739987253E-2,-5.321879871E-5,4.794366002E-2,5.100346001E-2
3.622014417E0,2.552341152E-2,-1.666850691E-2,3.641762853E-2,4.749239230E-2
3.631996417E0,4.400551460E-2,-7.181865466E-3,-4.456221521E-2,6.303852418E-2
3.641977417E0,6.048276731E-2,-1.155144404E-2,6.066954017E-2,8.644301073E-2
3.651959417E0,1.777575485E-2,-8.075781399E-4,-9.084234238E-3,1.997881265E-2
3.661940417E0,7.397112666E-3,-2.795060445E-3,6.650915444E-2,6.697758777E-2
3.671922417E0,-6.297097227E-3,-2.345264751E-2,6.441058874E-2,6.883606650E-2
3.681904417E0,7.413153680E-3,-8.729079841E-2,-5.908494473E-2,1.056677294E-1
3.691885417E0,3.810904529E-3,-1.015855687E-1,-9.740467250E-2,1.407899890E-1
3.701867417E0,-2.314681072E-2,-9.057209138E-2,1.755918860E-2,9.511784106E-2
3.711848417E0,-3.846134460E-2,-6.595228024E-2,-6.641150594E-2,1.011902486E-1
3.721830417E0,-1.517127481E-2,-1.372977398E-2,3.103760540E-2,3.717535773E-2
3.731812417E0,-8.083037885E-3,3.717441355E-2,-1.273330611E-1,1.328946236E-1
3.741793417E0,-8.116629682E-3,7.135987664E-2,2.968982220E-2,7.771484551E-2
3.751775417E0,-1.062669318E-2,8.528918685E-2,-5.039656699E-2,9.963426101E-2
3.761756417E0,-9.901917097E-3,5.062917653E-2,-5.578828454E-2,7.598482856E-2
3.771738417E0,1.127705088E-2,3.216447350E-2,-2.570319057E-2,4.268933400E-2
3.781719417E0,5.066411365E-3,3.060064937E-2,-8.228728116E-2,8.793898400E-2
3.791701417E0,-6.470936547E-3,3.229660687E-2,-3.932661831E-2,5.129840877E-2
3.801683417E0,-2.135036335E-2,8.283251574E-2,3.626618564E-2,9.291017114E-2
3.811664417E0,4.432557771E-3,5.978664715E-2,-2.121603727E-2,6.359411123E-2
3.821646417E0,1.477770352E-2,5.919283042E-2,9.169018865E-3,6.169475344E-2
3.831627417E0,2.531886861E-2,3.446468591E-2,-4.771327972E-2,6.407352608E-2
3.841609417E0,3.549300101E-2,9.040334439E-3,-1.807549775E-2,4.084365784E-2
3.851591417E0,2.002413718E-2,-1.270211670E-3,4.828045964E-3,2.063709125E-2
3.861572417E0,-1.813713220E-2,-1.147059258E-3,4.195084870E-2,4.571810381E-2
3.871554417E0,2.280376646E-2,-2.531214431E-2,1.190393704E-1,1.238187713E-1
3.881535417E0,3.606059663E-2,-1.182862490E-2,-2.660950899E-2,4.635028549E-2
3.891517417E0,1.842030645E-2,-4.628648601E-2,-6.253597140E-3,5.020810646E-2
3.901499417E0,5.947640668E-2,-6.455543524E-2,2.158792019E-2,9.039295032E-2
3.911480417E0,-1.191886617E-2,-5.412679821E-2,-2.481499851E-2,6.072523204E-2
3.921462417E0,-1.123978745E-2,-6.890612456E-2,-5.535266697E-2,8.909716362E-2
3.931443417E0,-8.794795350E-3,-8.320681063E-2,6.963624537E-2,1.088573766E-1
3.941425417E0,-3.995956570E-2,-2.499800265E-2,-4.727181494E-2,6.675546057E-2
3.951407417E0,-3.685999552E-2,-1.533685380E-2,2.383091211E-2,4.649506131E-2
3.961388417E0,-6.938941635E-3,2.033731496E-2,-3.230235815E-2,3.879687659E-2
3.971370417E0,2.630814213E-3,2.251448460E-2,-4.966858864E-2,5.459662899E-2
3.981351417E0,-4.150312557E-4,2.670156609E-2,-8.349999368E-2,8.766638368E-2
3.991333417E0,-1.693907996E-2,3.728414477E-2,3.819752097E-2,5.600080794E-2
4.001315417E0,-3.573782347E-2,5.945204937E-2,-6.258274913E-3,6.964843290E-2
4.011296417E0,-5.863671225E-3,8.773374327E-2,1.298105264E-1,1.567876433E-1
4.021278417E0,6.056373297E-2,9.311727472E-2,-6.658282936E-2,1.295070105E-1
4.031259417E0,5.115066138E-2,4.821341309E-2,-1.291585618E-1,1.470471266E-1
4.041241417E0,1.915386821E-2,-2.943217926E-2,-4.428856552E-2,5.652080041E-2
4.051223417E0,-3.177869773E-3,-5.019731855E-2,6.872875750E-2,8.516755106E-2
4.061204417E0,-8.489005957E-3,-4.356520555E-2,6.903339744E-2,8.207070317E-2
4.071186417E0,4.252133595E-2,-2.373082423E-2,-1.164268345E-1,1.261999359E-1
4.081167417E0,2.857394961E-2,-1.144343044E-2,-2.661477149E-2,4.069113857E-2
4.091149417E0,-1.010774594E-2,1.272125262E-2,5.720857322E-2,5.947114970E-2
4.101131417E0,-2.000427492E-2,1.530814305E-2,1.049575210E-1,1.079379056E-1
4.111112417E0,1.658062166E-2,-2.711147418E-2,1.828658223E-2,3.666535336E-2
4.121094417E0,4.397023031E-2,-3.179996355E-2,-7.482155621E-2,9.242772370E-2
4.131075417E0,-6.876471788E-3,-2.674877779E-2,-8.514832377E-2,8.951547363E-2
4.141057417E0,-3.408217294E-2,-1.378128430E-2,7.472156882E-2,8.327563363E-2
4.151038417E0,-3.432681039E-2,-2.600138029E-4,-1.104889870E-2,3.606210866E-2
4.161020417E0,1.550613754E-2,1.867306948E-2,-6.463863015E-2,6.904546570E-2
4.171002417E0,3.850613519E-2,1.959928215E-2,-6.718450785E-2,7.987873561E-2
4.180983417E0,1.736494684E-2,2.120540722E-2,1.350063622E-2,3.055286979E-2
4.190965417E0,-5.406757688E-2,4.011986621E-2,1.545009792E-2,6.907685618E-2
4.200946417E0,-4.385895962E-3,-1.293514194E-2,1.111087918E-2,1.760697637E-2
4.210928417E0,1.504859292E-2,2.463646200E-2,-1.254075730E-1,1.286875082E-1
4.220910417E0,2.635313828E-2,-3.014676383E-2,-1.523901343E-2,4.284323513E-2
4.230891417E0,-8.533345439E-3,-3.826308288E-3,2.113709986E-2,2.311353738E-2
4.240873417E0,-8.316119664E-3,-2.992555178E-2,-2.047110200E-2,3.719895849E-2
4.250854417E0,1.374911433E-2,-6.207436114E-3,3.521661043E-2,3.831161780E-2
4.260836417E0,3.875802227E-2,-1.014562722E-2,-4.890962005E-2,6.322395887E-2
4.270818417E0,4.930733121E-2,-3.550676024E-4,-6.250673532E-3,4.970321824E-2
4.280799417E0,-1.010953893E-3,-2.786929617E-2,1.091575760E-1,1.126636414E-1
4.290781417E0,1.467173073E-2,-5.538555756E-2,-2.807832956E-3,5.736465458E-2
4.300762417E0,-6.138741037E-3,-3.983384600E-2,6.006435335E-2,7.233357430E-2
4.310744417E0,2.089070139E-2,-7.448576158E-3,-6.312829435E-2,6.691101732E-2
4.320726417E0,-3.976353894E-3,-3.435568102E-3,1.440408951E-1,1.441367198E-1
4.330707417E0,-1.838064132E-2,2.228162380E-2,-5.339911222E-2,6.071065739E-2
4.340689417E0,-2.188911118E-2,4.634218988E-2,9.793618441E-2,1.105360935E-1
4.350670417E0,1.284800358E-2,3.543426847E-2,-4.396813810E-2,5.791248350E-2
4.360652417E0,-2.269736655E-3,4.511326960E-2,-1.732296109E-2,4.837813328E-2
4.370633417E0,6.772057875E-3,2.702793209E-2,-6.327564418E-2,6.913882431E-2
4.380615417E0,-1.259151182E-2,6.066109825E-2,7.114658117E-2,9.434061174E-2
4.390597417E0,-1.329818551E-2,5.144294907E-2,-6.117766321E-2,8.103039690E-2
4.400578417E0,3.528837473E-4,5.879158352E-2,-7.719435632E-2,9.703372335E-2
4.410560417E0,-9.271075047E-3,4.659281159E-2,-4.980073571E-2,6.882554905E-2
4.420541417E0,-1.259927194E-2,3.063255781E-2,2.040502846E-2,3.890321887E-2
4.430523417E0,-1.388569707E-2,-3.854470854E-3,-5.040884614E-3,1.526695930E-2
4.440505417E0,-2.333024656E-2,3.589049747E-2,-9.379518628E-3,4.382240959E-2
4.450486417E0,1.557224591E-3,3.200994712E-2,-8.033080280E-2,8.648756871E-2
4.460468417E0,3.596606588E-2,9.388330565E-3,-2.435014486E-2,4.443678882E-2
4.470449417E0,-3.179451776E-3,-7.617442376E-2,-6.013101161E-2,9.709989858E-2
4.480431417E0,-7.633227117E-3,-9.384069406E-2,-3.258945644E-2,9.963139410E-2
4.490413417E0,2.634669492E-2,-1.096468509E-1,1.045300895E-1,1.537631941E-1
4.500394417E0,3.836994988E-2,-8.448344054E-2,-1.208976156E-1,1.524005847E-1
4.510376417E0,3.652043902E-2,-5.855751674E-2,-1.276330233E-1,1.450962228E-1
4.520357417E0,4.536371830E-3,2.320933938E-2,1.569246501E-1,1.586965592E-1
4.530339417E0,-3.942472820E-2,1.082938600E-2,1.117157328E-1,1.189621358E-1
4.540321417E0,-1.425899611E-2,-9.974710364E-4,-7.853980064E-2,7.982990795E-2
4.550298125E0,4.120710571E-2,2.763951430E-3,1.815735877E-2,4.511490514E-2
4.560280125E0,-3.134659421E-2,1.422231968E-2,-8.288135827E-2,8.974521098E-2
4.570261125E0,-4.697108533E-2,-4.744430780E-3,9.031083047E-2,1.019060282E-1
4.580243125E0,-3.974282130E-2,4.303941753E-2,4.241160929E-2,7.232308005E-2
4.590224125E0,5.581406025E-3,8.524903293E-2,-6.431878746E-2,1.069366922E-1
4.600206125E0,4.264798755E-2,7.010040466E-2,2.953311682E-2,8.720735384E-2
4.610188125E0,-1.229595448E-2,6.701478328E-2,-7.315334558E-2,9.996791307E-2
4.620169125E0,-3.110075305E-2,4.866147426E-2,1.995713174E-2,6.110223421E-2
4.630151125E0,1.368923976E-2,6.141702446E-2,-4.066387653E-2,7.491993749E-2
4.640132125E0,4.085708590E-2,4.718062122E-2,7.534722090E-3,6.286560684E-2
4.650114125E0,7.465524861E-2,1.688042737E-2,-1.568252474E-1,1.745064847E-1
4.660096125E0,-1.056260793E-2,5.157172029E-2,1.174033195E-1,1.286652651E-1
4.670077125E0,-7.165914102E-4,-1.091478732E-3,-8.512435019E-2,8.513436336E-2
4.680059125E0,8.623256658E-3,-2.996870241E-2,1.406074101E-1,1.440240516E-1
4.690040125E0,5.137347227E-2,-4.185250584E-2,-2.164007735E-1,2.263187148E-1
4.700022125E0,1.704892425E-2,-4.133839854E-2,7.474378824E-2,8.709858146E-2
4.710004125E0,-2.363148095E-2,-4.139435365E-2,-4.395702839E-2,6.483949222E-2
4.719985125E0,-3.265706030E-2,-5.334393369E-2,5.693433881E-2,8.457882587E-2
4.729967125E0,-1.546554051E-2,-4.849339879E-2,-1.098200655E-1,1.210423044E-1
4.739948125E0,2.982206977E-2,-3.649842974E-2,2.429985881E-2,5.302805255E-2
4.749930125E0,-9.320017499E-3,-2.369555364E-2,-7.584248006E-2,8.000264852E-2
4.759912125E0,-3.167420274E-2,-5.575217798E-2,5.917616129E-2,8.725467629E-2
4.769893125E0,-2.977734314E-2,-4.981864281E-2,9.629779458E-3,5.883298385E-2
4.779875125E0,-1.791314786E-3,1.574984995E-2,-7.748905599E-2,7.909374426E-2
4.789856125E0,3.443902211E-2,5.917363968E-3,-5.413936973E-2,6.443704520E-2
4.799838125E0,5.654442545E-3,1.070165631E-2,-5.743369102E-2,5.869520452E-2
4.809820125E0,-3.284664942E-2,4.170134161E-2,4.136203408E-2,6.729578095E-2
4.819801125E0,3.779253334E-3,5.354695542E-2,1.681425333E-2,5.625191824E-2
4.829783125E0,1.582725589E-2,6.182652599E-2,-7.437658310E-3,6.425216032E-2
4.839764125E0,3.603546045E-2,1.577311547E-2,-6.641793787E-2,7.719253884E-2
4.849746125E0,1.564081536E-2,5.178296466E-2,-4.501362026E-2,7.037283952E-2
4.859728125E0,-3.554688675E-2,3.452393008E-2,1.289270121E-1,1.381218931E-1
4.869709125E0,-1.922655641E-2,1.243498117E-2,5.932468057E-2,6.359014823E-2
4.879691125E0,2.246762922E-3,8.955699647E-2,3.597499430E-2,9.653861287E-2
4.889672125E0,2.397773433E-2,8.507167043E-2,-9.934477866E-2,1.329718237E-1
4.899654125E0,4.854727540E-2,3.331784135E-2,1.346157682E-1,1.469296483E-1
4.909636125E0,-9.081097069E-3,-3.543458367E-4,-1.009972018E-1,1.014052595E-1
4.919617125E0,-9.006884825E-3,-4.915488333E-2,1.665754795E-2,5.267637453E-2
4.929599125E0,4.139657834E-2,-7.304657451E-2,4.525043249E-2,9.537861598E-2
4.939580125E0,2.794644516E-2,-9.575751185E-2,-2.554940879E-2,1.029722155E-1
4.949562125E0,-2.613872134E-2,-3.242716880E-2,-1.283838058E-1,1.349709436E-1
4.959544125E0,-2.032321084E-2,9.019321008E-3,1.831190068E-1,1.844639577E-1
4.969525125E0,-1.287105441E-2,-9.506471730E-3,5.453405678E-2,5.683309243E-2
4.979507125E0,1.383814048E-2,-4.058513098E-2,-1.958986813E-1,2.005366309E-1
4.989488125E0,1.542235562E-2,-2.260452258E-2,-1.237972498E-2,3.003449824E-2
4.999470125E0,-2.506384321E-2,-1.706771186E-2,-1.806555748E-2,3.529684677E-2
5.009452125E0,-6.878449334E-2,-3.879919489E-2,-2.734391928E-2,8.357256709E-2
5.019433125E0,-2.328255292E-2,-2.215103447E-3,1.696335733E-2,2.889185777E-2
5.029415125E0,2.637388447E-2,5.829242773E-2,-5.069945276E-2,8.163346999E-2
5.039396125E0,7.558153779E-3,5.816492189E-2,-4.097085536E-2,7.154645215E-2
5.049378125E0,1.545927873E-3,2.533575245E-2,3.237720251E-2,4.114089799E-2
5.059360125E0,-4.742356846E-3,4.085823707E-2,-8.048750818E-2,9.038874077E-2
5.069341125E0,4.437014788E-2,2.741988740E-2,5.752490759E-2,7.765098352E-2
5.079323125E0,4.288580478E-2,4.101687477E-2,-1.243474728E-1,1.377819664E-1
5.089304125E0,2.036563970E-2,2.978396694E-2,-1.672245204E-2,3.976788113E-2
5.099286125E0,-1.949385411E-2,4.295913708E-2,1.585642093E-1,1.654330871E-1
5.109267125E0,2.017240293E-3,4.071600355E-2,6.830308020E-2,7.954352876E-2
5.119249125E0,9.712962953E-3,2.770656999E-2,-2.944482386E-2,4.158116547E-2
5.129231125E0,6.439248065E-2,1.816378157E-2,-3.251636624E-3,6.698423445E-2
5.139212125E0,8.806112910E-3,-7.321303287E-3,3.632875085E-3,1.201444496E-2
5.149194125E0,-7.766335213E-3,-1.842250715E-2,1.710661411E-2,2.631237311E-2
5.159175125E0,-2.298969421E-2,2.844606461E-3,7.533728063E-2,7.881829533E-2
5.169157125E0,-2.260479667E-2,-3.534510756E-2,1.246801794E-2,4.376876663E-2
5.179139125E0,7.676817424E-3,-1.754100285E-2,-3.998326063E-3,1.956034044E-2
5.189120125E0,1.522489789E-2,-2.366293257E-2,-3.767945766E-2,4.702630565E-2
5.199102125E0,2.028743433E-3,-5.874084065E-2,-1.231511325E-1,1.364580653E-1
5.209083125E0,-1.274331216E-2,-9.797012567E-2,3.088031530E-2,1.035090885E-1
5.219065125E0,-2.246936282E-2,-5.959503206E-2,6.635946572E-2,9.197836051E-2
5.229047125E0,-9.341262192E-3,-4.157774152E-2,-6.521458089E-2,7.790320488E-2
5.239028125E0,-2.747237758E-4,-4.542734731E-2,-1.372107625E-2,4.745510816E-2
5.249010125E0,-4.942119774E-3,-2.354827233E-2,-1.237329304E-2,2.705631272E-2
5.258991125E0,3.190025587E-3,4.482155750E-2,-1.641371906E-2,4.783888014E-2
5.268973125E0,1.589510301E-2,3.354581424E-2,2.624815106E-2,4.546362708E-2
5.278955125E0,3.149726051E-2,-7.403050102E-3,-3.512656331E-2,4.775728238E-2
5.288936125E0,1.773151930E-2,1.387869069E-2,-2.046116173E-2,3.042505499E-2
5.298918125E0,8.252524913E-3,-4.585724557E-3,-1.896602869E-2,2.118592177E-2
5.308899125E0,-1.356464267E-2,1.156732745E-2,2.290354371E-3,1.797354496E-2
5.318881125E0,7.129202267E-3,-2.404890362E-2,-1.387602746E-2,2.866564893E-2
5.328863125E0,6.617596022E-3,-2.104754153E-2,9.431558847E-4,2.208350345E-2
5.338844125E0,9.798633798E-3,1.923351140E-2,4.570066810E-2,5.054198502E-2
5.348826125E0,4.198071861E-3,2.091406513E-2,-4.965104699E-2,5.403932267E-2
5.358807125E0,-2.054076381E-2,-1.181130710E-2,1.067409217E-2,2.598780862E-2
5.368789125E0,-2.668270197E-2,-2.386664408E-3,2.414607704E-2,3.606516030E-2
5.378771125E0,-1.290412315E-2,3.494000972E-2,1.291883826E-2,3.942355965E-2
5.388752125E0,-3.683825803E-4,3.723196294E-3,1.127167761E-2,1.187638887E-2
5.398734125E0,-3.307941657E-2,2.303620242E-4,1.941275597E-4,3.308078827E-2
5.408715125E0,-2.767308554E-2,1.436127784E-2,-8.336375356E-3,3.227291618E-2
5.418697125E0,-1.961316471E-2,3.275004017E-2,-9.232168794E-3,3.927434661E-2
5.428678125E0,1.129742021E-2,3.890654155E-2,-8.437473714E-2,9.359725929E-2
5.438660125E0,3.154444251E-2,3.568346035E-2,-4.276185751E-2,6.400732500E-2
5.448642125E0,1.427202672E-2,5.439392461E-2,1.007709146E-2,5.713088090E-2
5.458623125E0,-1.628465319E-2,3.757451842E-2,-3.348232627E-2,5.289707493E-2
5.468605125E0,1.165593904E-2,1.020987807E-3,-7.689263999E-2,7.777776942E-2
5.478586125E0,4.150853881E-2,-3.008346772E-4,-7.255225182E-2,8.358755015E-2
5.488568125E0,3.580851996E-2,1.780284391E-2,-4.845178306E-2,6.282329691E-2
5.498550125E0,1.600247479E-2,9.428758579E-3,-4.575563192E-2,4.938176324E-2
5.508531125E0,-3.415456878E-3,2.387981402E-2,2.055822551E-2,3.169466043E-2
5.518513125E0,-1.787231157E-3,2.283148591E-2,-1.072730184E-2,2.528924572E-2
5.528494125E0,2.269792043E-2,2.204428167E-2,-3.198426962E-2,4.499043731E-2
5.538476125E0,1.681210859E-2,-1.936999363E-2,-2.405135214E-2,3.516121711E-2
5.548458125E0,-3.191778038E-2,-3.743941119E-2,-4.740922451E-3,4.942601097E-2
5.558439125E0,-3.050235905E-2,-5.828385334E-2,5.109413981E-2,8.329473327E-2
5.568421125E0,-1.593209350E-2,-5.499296271E-2,4.855060101E-2,7.506809182E-2
5.578402125E0,-7.424370741E-3,-4.810026947E-2,3.642815351E-3,4.880601713E-2
5.588384125E0,4.083371645E-3,-4.672100723E-2,-1.747148037E-3,4.693164142E-2
5.598366125E0,-1.781920698E-2,-4.337148913E-2,1.831114054E-2,5.033793872E-2
5.608347125E0,-2.711483862E-2,-4.188466553E-2,2.774269938E-2,5.708937772E-2
5.618329125E0,-3.405906616E-3,-2.230042169E-2,5.633382976E-2,6.068285905E-2
5.628310125E0,1.880870204E-2,-1.968043510E-2,-4.590532064E-2,5.337026571E-2
5.638292125E0,6.062554786E-3,7.388916286E-3,3.939853907E-3,1.033794483E-2
5.648274125E0,-6.157133500E-3,1.878934685E-2,1.247211099E-2,2.337741218E-2
5.658255125E0,-8.608655178E-3,4.592743956E-2,-4.695314169E-2,6.624225361E-2
5.668237125E0,1.250857843E-2,6.239572045E-2,-1.102784872E-2,6.458563240E-2
5.678218125E0,1.692811415E-2,6.446409076E-2,-5.488781333E-2,8.634148539E-2
5.688200125E0,2.767944210E-2,6.517652831E-2,-6.072625816E-2,9.328349151E-2
5.698182125E0,1.142579971E-2,5.023006752E-2,-4.770333946E-2,7.020838396E-2
5.708163125E0,7.741394896E-3,4.345815583E-2,-2.524886191E-2,5.085317621E-2
5.718145125E0,3.000445950E-2,3.858666231E-2,-6.132208943E-2,7.841936464E-2
5.728127125E0,3.036631307E-2,2.418290079E-2,-5.997372150E-2,7.144069520E-2
5.738108125E0,3.261392567E-2,1.689018034E-2,-1.237212360E-2,3.875584835E-2
5.748090125E0,-1.110369122E-3,9.694044013E-5,-4.515512288E-2,4.516887688E-2
5.758071125E0,-1.109888097E-2,-1.017173869E-2,1.187627971E-2,1.917538648E-2
5.768053125E0,-5.109969124E-3,-1.825051679E-2,-8.107924640E-2,8.326486260E-2
5.778035125E0,5.841166868E-3,-2.515247878E-2,4.974986494E-2,5.605189988E-2
5.788016125E0,-2.588217247E-2,-3.466523170E-2,-7.553959429E-2,8.705053387E-2
5.797998125E0,-2.267301723E-2,-2.500978845E-2,-2.973309159E-2,4.498457474E-2
5.807979125E0,-4.463878176E-2,-2.706352245E-2,9.151535690E-2,1.053570863E-1
5.817961125E0,-3.649779705E-2,-1.936263436E-2,-1.865554154E-2,4.533243904E-2
5.827943125E0,-2.098654776E-3,-1.611839812E-2,-5.323422074E-2,5.566048300E-2
5.837924125E0,-1.669123225E-2,2.472650455E-3,-7.434091508E-2,7.623177087E-2
5.847906125E0,-1.980840233E-2,-1.131623979E-2,-3.856589556E-2,4.480801698E-2
5.857887125E0,-2.499599724E-2,-2.631574122E-2,2.415309370E-2,4.359690412E-2
5.867869125E0,-1.520607945E-2,-2.045246400E-2,-9.077802300E-3,2.705429043E-2
5.877851125E0,8.981199902E-3,3.711675452E-3,4.842664003E-3,1.085771067E-2
5.887832125E0,2.717946634E-2,-2.336780350E-3,-6.431352496E-2,6.985995581E-2
5.897814125E0,2.401077566E-2,2.593080257E-3,1.307554364E-2,2.746290689E-2
5.907795125E0,1.948397323E-3,2.884082476E-2,3.088791668E-2,4.230428846E-2
5.917777125E0,5.007999736E-3,3.694774715E-2,8.432678998E-2,9.220208017E-2
5.927759125E0,2.708265380E-2,4.499709274E-2,-9.823322296E-5,5.251874086E-2
5.937740125E0,2.347171720E-2,1.991276599E-2,-1.881107748E-2,3.607348602E-2
5.947722125E0,2.200829388E-2,8.729385906E-3,2.040795207E-2,3.125782599E-2
5.957704125E0,1.894921109E-2,4.102846870E-2,2.968982220E-2,5.407303752E-2
